id,vendor,kind,effective_at,effective_at_precision,observed_at,scope_windows,scope_plans,scope_partial,scope_notes,trigger,confidence,evidence_count,evidence_types,evidence_urls,evidence_authors,evidence_captured_at,evidence_archive_urls,recorded_by,superseded_by,notes,status,links
cc-2026-06-02-01,claude-code,global_reset,2026-06-02T00:00:00Z,day,2026-07-25T18:45:00Z,,Pro | Max,false,"Reset was scoped to IMPACTED Pro and Max subscribers, not all users. Root cause reported as Claude Code sub-agents multiplying excessively and burning tokens abnormally fast during the June 2 incident ('Elevated errors on Opus 4.6', 06:04-11:49 UTC). Which usage window was refilled is NOT stated by my source. Weakest-sourced Claude lead here: one real trade publication plus content-farm restatements; I could not corroborate from a vendor or status-page source.",incident_compensation,reported,1,press,https://www.storyboard18.com/digital/anthropics-claude-ai-suffers-disruption-what-caused-the-outage-and-why-user-quotas-were-reset-99951.htm,"Storyboard18 (published June 2, 2026)",2026-07-25T18:45:00Z,,claude-code-agent,,"Verifier graded the date ""unknown"". Recorded at the schema's coarsest precision, ""day""; treat as approximate. Seeded in Phase 1 from the completeness sweep; NOT yet reviewed by the operator. Verifier: SURVIVES, with precision downgraded. Attacked on every axis and the core held. (1) URL live (200) and contains the claimed quote VERBATIM, not paraphrased: ""Anthropic restored usage allowances for affected Pro and Max users after a technical issue triggered unusually high token consumption."" It also carries a stronger second line: ""The company has also rolled out an emergency quota reset for impacted users, meaning…",sealed,
cx-2026-06-04-01,codex,global_reset,2026-06-04T00:00:00Z,day,2026-07-25T18:45:00Z,weekly,paid subscribers (OpenAI staff wording) | ChatGPT Pro | ChatGPT Plus,false,"OpenAI staff described it as a ""manual reset for paid subscribers"" performed by the Codex team ""following recent service issues"" — i.e. a one-off compensatory refill, explicitly ""not a normal scheduled quota renewal"". The community and the openai/codex GitHub tracker both refer to it as the ""unified reset (June 4)"". Mechanics: it did NOT top up on to the existing period — it replaced the quota period wholesale, granting a fresh allocation and discarding any remaining balance, and it moved the displayed weekly reset date forward. The reporting user's dashboard went from ~70% quota remaining with a 7 June reset date (checked 3 June) to 100% with an 11 June reset date (checked 4 June). Because…",incident_compensation,confirmed,3,vendor_post | user_report | user_report,https://community.openai.com/t/questions-about-an-unexpected-codex-usage-reset-and-new-quota-period/1382610 | https://github.com/openai/codex/issues/27027 | https://github.com/openai/codex/discussions/26975,"OpenAI_Support (Mark G.), OpenAI Developer Community, posted 2026-06-04 | L-XLH, issue #27027 on openai/codex (labels: bug, codex-web, rate-limits) | openai/codex Discussion #26975, ""Codex limit on $100 cut since June 4. reset.""",2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z, |  | ,claude-code-agent,,"Seeded in Phase 1 by agent research; NOT yet reviewed by the operator. Verifier: Could not refute on any axis. (1) All three cited URLs load. (2) Quotes are genuine, not paraphrased: I bypassed the rendered page and pulled the Discourse JSON for thread 1382610, which returns the OpenAI_Support post verbatim -- 'The Codex team performed a manual reset for paid subscribers following recent service issues, which explains why your usage returned to 100% before the previously disp…",sealed,
cx-2026-06-12-01,codex,banked_reset,2026-06-12T00:00:00Z,day,2026-07-25T18:45:00Z,weekly,Go | Plus | Pro | Business,false,"STRUCTURAL CHANGE, and the most important Codex find for interpreting every later lead: this is where OpenAI moved from ad-hoc surprise resets to user-triggered BANKED resets. Go/Plus/Pro/Business each seeded with one free banked reset; Plus and Pro could earn up to three more by referral (referral window closed June 24, 2026); every banked reset expires 30 days after it is credited. Multiple paying users in the thread reported never receiving the seeded free reset, so rollout was incomplete. After this date, 'reset' in Codex coverage may mean an immediate refill OR a banked credit — the operator's 07-12 and 07-13 leads are banked, per Max Woolf.",launch,probable,2,user_report | press,https://community.openai.com/t/flexible-rate-limit-resets-for-codex-and-a-method-to-get-a-reset/1383470 | https://www.xda-developers.com/codexs-update-fixes-the-one-thing-i-hate-most-about-ai-usage-limits/,"VeitB, OpenAI Developer Community, June 12, 2026 | XDA Developers (published June 22, 2026)",2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z, | ,claude-code-agent,,"Seeded in Phase 1 from the completeness sweep; NOT yet reviewed by the operator. Verifier: Event confirmed on the merits; one attribution defect corrected, no refutation. Both URLs load 200 and support the claim. XDA (pub. June 22, 2026) independently states every specific in the lead verbatim: ""Starting June 12th, Codex users on Go, Plus, Pro and Business plans get a reset they can use whenever they want"", ""Every eligible user on Go, Plus, Pro, and Business starts with one of these for free"", ""Until June…",sealed,
cx-2026-06-28-01,codex,global_reset,2026-06-28T00:00:00Z,day,2026-07-25T18:45:00Z,weekly | 5h,all paid,false,"THIS IS THE STATUS-PAGE LEAD THE OPERATOR ASKED FOR, and it comes with a warning. The incident 'Codex Usage Limits Depleting Faster Than Expected' ran Jun 26 17:04 -> Jun 29 17:06 and was root-caused to OpenAI's own abuse/fraud prevention systems wrongly rate-limiting accounts. ⚠️ The status page itself records NO compensation whatsoever — no reset, no credit, no refund. The remediation is only visible in press: THREE full usage-limit resets across June 28-29 plus one extra banked reset usable within 24 hours. So a status-page-only sweep of either vendor will systematically MISS these events. effective_at is the first of the three resets; the run spans 06-28 to 06-29.",incident_compensation,reported,2,press | status_page,https://www.cryptopolitan.com/openai-traces-codex-credit-drain-to-faulty-anti-abuse-system/ | https://status.openai.com/incidents/01KW2E6W0503W4NXJNCVAG8V6T,"Cryptopolitan (published June 30, 2026) | OpenAI Status",2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z, | ,claude-code-agent,,"Confidence probable -> reported by adversarial verification. Seeded in Phase 1 from the completeness sweep; NOT yet reviewed by the operator. Verifier: SURVIVES, but the confidence grade is downgraded probable -> reported. I tried to refute this on five vectors and it held on four. 1. QUOTES ARE REAL, NOT PARAPHRASED. Both cited quotes appear verbatim. The status page contains the exact string ""abuse and fraud prevention systems incorrectly rate limiting certain accounts"". Cryptopolitan contains the exact string ""three full usage-limit resets between June 28 and Ju…",sealed,
cc-2026-07-09-01,claude-code,global_reset,2026-07-09T00:00:00Z,day,2026-07-25T18:45:00Z,5h | weekly,"all users (Pro, Max, Team, seat-based Enterprise)",false,"⚠️ DATE IS CONTESTED BY ±1 DAY — treat as the July 9–10 window, not a hard July 10. Of four independently fetched sources, THREE date this reset to July 9 (implicator.ai, explainx.ai, ababnews.com — the last published contemporaneously on July 9) and ONE dates it to July 10 (builderwithin.com, published July 10 and updated July 18). It is almost certainly a SINGLE announcement, not two: implicator.ai catalogues the July resets as July 1 / July 9 / July 16 and calls July 16 the 'third week', leaving no room for a separate July 10 event. The most plausible reconciliation is a late-July-9 US Pacific announcement landing on July 10 UTC. I kept effective_at at 2026-07-10 because the schema asks…",unknown,probable,4,press | press | press | press,https://builderwithin.com/articles/claude-usage-reset-gpt-5-6/ | https://www.implicator.ai/anthropic-resets-claude-limits-for-third-week-without-explaining-why/ | https://www.ababnews.com/news/ac883e72-aec1-4064-bdb9-4e37f61bcaf2 | https://www.explainx.ai/blog/claude-codex-cursor-usage-limits-reset-july-2026,"BuilderWithin (published 2026-07-10, updated 2026-07-18) | Implicator.ai (published 2026-07-16); dates this reset to July 9 | ABAB News (published 2026-07-09, contemporaneous) | ExplainX (published 2026-07-16); dates this reset to July 9",2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z, |  |  | ,claude-code-agent,,"Operator's original lead was dated claude-code 2026-07-10; evidence places it on 2026-07-09. Seeded in Phase 1 by agent research; NOT yet reviewed by the operator. Verifier: EVENT SURVIVES, DATE REFUTED — correct effective_at to 2026-07-09. The reset is real, discretionary and well-attested, so I am not discarding it, but the claimed July 10 does not hold. Five sources put it on July 9 (implicator.ai; ababnews, published contemporaneously on 07/09/2026 at 19:03; explainx's timeline; explainx's Fable-5 piece; and the search corpus) against ONE for July 10. The DECISIV…",sealed,
cx-2026-07-09-01,codex,global_reset,2026-07-09T00:00:00Z,day,2026-07-25T18:45:00Z,weekly,all paid plans,false,"Non-banked ('hard') reset of the Codex weekly quota, applied fleet-wide to paid users across Codex and ChatGPT Work. Announced only via the personal X account of Thibault 'Tibo' Sottiaux (Codex lead) — no vendor-owned post, changelog entry or status-page note exists. The 5-hour window is not attested as part of this reset; only the weekly quota is. Trigger is the GPT-5.6 Sol / ChatGPT Work GA on the same day (2026-07-09), not an outage: status.openai.com/history lists NO incident on 2026-07-08 or 07-09.",launch,reported,3,user_report | press | press,https://minimaxir.com/2026/07/agent-quota-reset/ | https://www.ababnews.com/news/f18c1b7c-ff06-4e7e-8e9c-004ba01794e5 | https://explainx.ai/blog/gpt-5-6-sol-thinking-budget-banked-reset-tibo-july-2026,Max Woolf (minimaxir) |  | ,2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z, |  | ,claude-code-agent,,"Research recovered a finer timestamp (2026-07-09T21:24:11Z) but precision is ""day"", so effective_at is truncated rather than asserting accuracy we do not have. The finer value is generally the ANNOUNCEMENT time, not the moment the reset landed. Seeded in Phase 1 by agent research; NOT yet reviewed by the operator. Verifier: SURVIVES, but only on ONE of its three evidence items. minimaxir carries the quote verbatim -- 'OpenAI has directly reset the Codex weekly quota six times: July 9, July 10, July 10 (again), July 14, July 15, and July 17' -- with a distinct permalink per date, and the July 9 permalink is under x.com/thsottiaux (OpenAI Codex lead), so the vendor is right and the misattribution hypothesis is defeate…",sealed,
cx-2026-07-10-01,codex,global_reset,2026-07-10T00:00:00Z,day,2026-07-25T18:45:00Z,weekly,all paid plans,false,"First of a pre-announced PAIR of non-banked resets delivered inside 24 hours across Codex and ChatGPT Work, framed as a GPT-5.6 Sol launch celebration and as damage control for Sol's high-compute mode burning weekly budgets far faster than GPT-5.5. Announcement wording ('We have reset usage limits across Codex and ChatGPT Work. And another one will come later in the day.') establishes it as the morning/first of the two. Not incident compensation: the only OpenAI status incident on 2026-07-10 was 'OpenAI website and Help Center content may be unavailable' at 11:07 PM — website/Help Center only, hours after this reset, and it names no credits or quota remedy.",launch,probable,4,press | press | press | user_report,https://the-decoder.com/openai-admits-it-didnt-get-everything-quite-right-with-chatgpt-work-launch-and-scrambles-to-fix-ux-and-costs/ | https://lapaasvoice.com/openai-reset-chatgpt-work-and-codex-rate-limits-twice-after-gpt-5-6-sol-launch/ | https://explainx.ai/blog/chatgpt-codex-5-hour-limit-removed-weekly-reset-july-2026 | https://minimaxir.com/2026/07/agent-quota-reset/, |  |  | Max Woolf (minimaxir),2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z, |  |  | ,claude-code-agent,,"Research recovered a finer timestamp (2026-07-10T17:59:43Z) but precision is ""day"", so effective_at is truncated rather than asserting accuracy we do not have. The finer value is generally the ANNOUNCEMENT time, not the moment the reset landed. Confidence downgraded confirmed -> probable by adversarial verification. Seeded in Phase 1 by agent research; NOT yet reviewed by the operator. Verifier: EVENT SURVIVES, CONFIDENCE GRADE DOES NOT. All four URLs load and all four support a discretionary OpenAI Codex/ChatGPT Work reset on 2026-07-10. the-decoder carries the claimed quote verbatim ('As an immediate fix, OpenAI reset usage limits for Codex and ChatGPT Work twice in one day so users could keep experimenting'). explainx's launch-week table carries the row verbatim under Jul 10 ('Reset C…",sealed,
cx-2026-07-11-01,codex,global_reset,2026-07-11T00:00:00Z,day,2026-07-25T18:45:00Z,weekly,all paid plans,false,"⚠️ DATE IS TIMEZONE-SENSITIVE. This is the SECOND of the pre-announced pair. It landed 2026-07-11T05:54Z, which is 2026-07-10 22:54 US/Pacific — i.e. it is 'the second one on July 10' only in Pacific time, and falls on July 11 in UTC. This is exactly why some trackers render the launch-week burst as 'Jul 10 ×2, Jul 11 ×1' and others as 'Jul 9, Jul 10, Jul 10 (again)'. Same shape as its twin: non-banked fleet-wide weekly-quota reset across Codex and ChatGPT Work, paid plans.",launch,probable,4,press | press | press | user_report,https://explainx.ai/blog/fable-5-gpt-5-6-rate-limit-resets-july-2026 | https://the-decoder.com/openai-admits-it-didnt-get-everything-quite-right-with-chatgpt-work-launch-and-scrambles-to-fix-ux-and-costs/ | https://lapaasvoice.com/openai-reset-chatgpt-work-and-codex-rate-limits-twice-after-gpt-5-6-sol-launch/ | https://minimaxir.com/2026/07/agent-quota-reset/, |  |  | Max Woolf (minimaxir),2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z, |  |  | ,claude-code-agent,,"Research recovered a finer timestamp (2026-07-11T05:54:25Z) but precision is ""day"", so effective_at is truncated rather than asserting accuracy we do not have. The finer value is generally the ANNOUNCEMENT time, not the moment the reset landed. Confidence downgraded confirmed -> probable by adversarial verification. Operator's original lead was dated codex 2026-07-10 (second of two that day); evidence places it on 2026-07-11. Seeded in Phase 1 by agent research; NOT yet reviewed by the operator. Verifier: EVENT SURVIVES AND IS NOT A DUPLICATE; CONFIDENCE GRADE DOES NOT SURVIVE. I attacked this hardest as a double-count of lead 2 and it held on four independent grounds: explainx's Fable-5 article reproduces the announcement text VERBATIM including 'And another one will come later in the day.' (attributed @thsottiaux, July 10) -- the first reset explicitly promises a second the same day; the-decoder…",sealed,
cx-2026-07-12-01,codex,banked_reset,2026-07-12T00:00:00Z,day,2026-07-25T18:45:00Z,weekly,Codex and ChatGPT Work paid accounts (specific plan tiers not stated in any fetched source),false,"Two separate things happened on 12 July 2026 and they must not be conflated. (a) A MORNING announcement from Tibo Sottiaux (OpenAI's Codex lead): temporary removal of the 5-hour usage limit for Plus/Business/Pro plus an IMMEDIATE weekly reset landing 'in the next hour', tied to the 6M-active-user milestone. That is a limit_removal + global_reset, NOT banked. (b) A LATER, SEPARATE announcement the same day: 'Added a banked reset to 500k users of ChatGPT Work and Codex.' This is the banked event the lead refers to. Its stated cause is incident compensation: banked-reset redemption had just been released on web and mobile (previously desktop-app only), and during a roughly 2-hour window under…",incident_compensation,probable,5,user_report | user_report | press | press | user_report,https://minimaxir.com/2026/07/agent-quota-reset/ | https://codex-resets.com/ | https://explainx.ai/blog/chatgpt-codex-5-hour-limit-removed-weekly-reset-july-2026 | https://www.eesel.ai/blog/gpt-remove-5-hour-limits | https://community.openai.com/t/banked-codex-resets-disappeared-in-the-new-chatgpt-desktop-app-windows/1386667,Max Woolf | Codex Resets tracker (community-run archive of Codex reset announcements) | ExplainX | eesel AI | OpenAI Developer Community (Bugs category),2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z, |  |  |  | ,claude-code-agent,,"Seeded in Phase 1 by agent research; NOT yet reviewed by the operator. Verifier: Not refuted. All five URLs load; all five quotes are verbatim-present, none fabricated or paraphrased into existence. The event is a genuine discretionary banked grant by OpenAI for Codex — codex-resets.com preserves the announcement verbatim including the stated cause (banked-reset redemption newly shipped to web/mobile), which is incident compensation, not a scheduled rollover. I attacked the d…",sealed,
cx-2026-07-12-02,codex,global_reset,2026-07-12T18:00:00Z,hour,2026-07-26T11:30:00Z,weekly | 5h,Plus | Business | Pro,false,"The 6M-active-users milestone. The announcement describes itself as ""Three important updates"": (1) TEMPORARILY removing the 5-hour usage limit for Plus, Business and Pro — the weekly cap stayed in force; (2) an immediate one-time usage reset landing within the hour of the post, NOT banked and with nothing to redeem; (3) GPT-5.6 Sol made more efficient so a given task burns less quota. The plan list applies to the cap removal specifically. Trigger is demand-surge management plus milestone celebration — GPT-5.6 Sol went GA on 07-11 and the post opens ""The last 48 hours of Codex and ChatGPT Work have been intense!"". No incident is involved.",milestone,probable,4,press | press | press | press,https://nerdschalk.com/openai-codex-5-hour-limit-removed-gpt-5-6-sol/ | https://www.digitaltrends.com/computing/openai-just-took-the-handcuffs-off-your-chatgpt-work-and-codex-usage-limits-at-least-for-now/ | https://finance.biggo.com/news/ef59065f-8eb7-4d14-b139-d22d3f913ac8 | https://explainx.ai/blog/chatgpt-codex-5-hour-limit-removed-weekly-reset-july-2026,Nerdschalk — cites the source post ID and carries the verbatim opening | Digital Trends | BigGo Finance | explainX — renders the thread in COMPRESSED form; not verbatim,2026-07-26T11:30:00Z | 2026-07-26T11:30:00Z | 2026-07-26T11:30:00Z | 2026-07-25T18:45:00Z, |  |  | ,claude-code-agent,,"⚠️ STILL PROVISIONAL — the factual question is resolved, but two consequential decisions about SEALED records are the operator's to make (below). RESOLVED 2026-07-26 by post-ID comparison, per operator instruction. This is a DISTINCT event from cx-2026-07-12-01, and the ledger was UNDER-counting rather than double-counting. Three announcements exist across 07-12/13, two of them on 07-12: post 2076365965915467978 decodes to 2026-07-12T17:59:57.945Z (THIS record — immediate reset + 5h cap removal + efficiency, 6M milestone); post 2076418567143408112 decodes to 2026-07-12T21:28:59.055Z (cx-2026-07-12-01 — banked reset to 500k users, no milestone); post 2076735790567338203 decodes to 2026-07-13T18:29:31.013Z (cx-2026-07-13-01 — 7M milestone, universal banked reset). The two 07-12 posts are 3h29m apart with non-overlapping text, different reset TYPES (immediate vs banked) and different populations (all vs 500k). DECODE INDEPENDENTLY VALIDATED: the codex-reset.com /api/feed publishes its own timestamps for two of these IDs and they match the offline arithmetic decode to the second — so the IDs are real and the formula is applied correctly, without trusting the mirror for substance. effective_at is the announcement hour; the reset was stated to land ""within the hour"", so hour precision is the honest ceiling. ⚠️ Root cause of the original confusion: minimaxir collapses both days into one predicate (""quota resets July 12 and July 13 which can be manually used at any time"") and hyperlinks only the 21:28Z post, so the 17:59Z announcement is invisible to a reader following that source.",provisional,related_to:cx-2026-07-12-01 | related_to:cx-2026-07-13-01
cc-2026-07-13-01,claude-code,limit_increase,2026-07-13T00:00:00Z,day,2026-07-25T18:45:00Z,weekly,Pro | Max | Team | legacy seat-based Enterprise,false,"EXTENSION, not a new grant: the +50% weekly Claude Code promo was due to lapse July 13 at 6PM PDT and was pushed to July 19, 2026 at 11:59 PM PT. Auto-applied; Free and consumption-based Enterprise seats excluded. Article points readers to support.claude.com for Anthropic's own writeup, but that article is no longer in the live 'Usage and limits' collection.",courtesy,reported,1,press,https://www.helpnetsecurity.com/2026/07/13/claude-code-weekly-limits-promotion-extended/,"Help Net Security (published July 13, 2026)",2026-07-25T18:45:00Z,,claude-code-agent,,"Confidence probable -> reported by adversarial verification. 1 evidence url(s) dropped as not supporting the claim. Seeded in Phase 1 from the completeness sweep; NOT yet reviewed by the operator. Verifier: Survives on substance, downgraded on confidence. The cited Help Net Security URL loads and contains the claimed quote VERBATIM in its opening paragraph (""Anthropic has extended a limited-time promotion that increases weekly usage limits in Claude Code by 50% through July 19, 2026, at 11:59 PM PT""), correctly attributed, published 2026-07-13. This is a genuine discretionary vendor quota action by Anthropic for Claude…",sealed,
cx-2026-07-13-01,codex,banked_reset,2026-07-13T00:00:00Z,day,2026-07-25T18:45:00Z,weekly,all Codex and ChatGPT Work accounts (announced as 'everyone's account'; plan tiers not enumerated in fetched sources),false,"Trigger was the 7-million-active-user milestone across Codex and ChatGPT Work (up from 6M announced roughly 24 hours earlier). Mechanism: one banked reset added to every account, redeemable by the user at a time of their choosing from the desktop app or web, and it replenishes the WEEKLY usage allowance. This is a true banked grant, not an immediate refill. Expiry: banked resets must be used within 30 days of being added to the bank unless an offer says otherwise. Note the 5-hour limit had already been temporarily removed the previous day, so the weekly cap was the only binding limit this grant addressed. Contested by one source: explainx.ai frames the all-users grant as landing 14 July rat…",milestone,probable,7,press | press | user_report | user_report | vendor_post | user_report | press,https://www.latent.space/p/ainews-codex-usage-up-10x-in-6-months | https://vpsranking.com/news/ai/ai-2026-07-13-openai-codex-7m-users-banked-reset/ | https://codex-resets.com/ | https://minimaxir.com/2026/07/agent-quota-reset/ | https://learn.chatgpt.com/docs/changelog | https://community.openai.com/t/missing-banked-reset-after-codex-usage-limit-reset-announcement/1387097 | https://explainx.ai/blog/openai-codex-chatgpt-work-8-million-users-gpt-5-6-sol-july-2026,"Latent.Space / AINews, 14 July 2026 issue | VPSRanking AI News | Codex Resets tracker (community-run archive of Codex reset announcements) | Max Woolf | OpenAI Codex changelog, Codex CLI 0.144.0, 9 July 2026 | OpenAI Developer Community, staff reply (EricGT) quoting official explanation | ExplainX",2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z, |  |  |  |  |  | ,claude-code-agent,,"Confidence downgraded confirmed -> probable by adversarial verification. Seeded in Phase 1 by agent research; NOT yet reviewed by the operator. Verifier: Event and date survive; the CONFIDENCE GRADE DOES NOT. All seven URLs load and all seven quotes are genuinely present — nothing fabricated. The event is a real discretionary all-accounts banked grant triggered by the 7M milestone, and July 13 is well corroborated (latent.space timestamps the announcement to July 13 6:29 PM, vpsranking dates it July 13, codex-resets.com preserves the text, and an…",sealed,
cx-2026-07-14-01,codex,global_reset,2026-07-14T00:00:00Z,day,2026-07-25T18:45:00Z,weekly,"paid tiers — announced as ""for all""; Plus/Pro/Business (Go also reported)",false,"Immediate (non-banked) refill of the WEEKLY quota. The 5-hour window is not in scope because OpenAI had already temporarily REMOVED the 5-hour cap on 2026-07-12 for Plus/Pro/Business, so from 07-12 onward the weekly bucket was the only thing left to reset. Tied to the ""8M active users across Codex and ChatGPT Work"" milestone — part of a stated cadence of resetting at every 1M increment up to 10M. Rollout was NOT universal in practice: openai/codex issue #33344 was filed the next day by a Business/workspace account that did not receive it, and cites a prior identical failure (#27027) on a June 4 reset. One source (explainx.ai, low quality) instead maps 07-14 to a BANKED reset at the 7M miles…",milestone,probable,4,user_report | user_report | user_report | press,https://github.com/openai/codex/issues/33344 | https://minimaxir.com/2026/07/agent-quota-reset/ | https://codex-resets.com/ | https://explainx.ai/blog/openai-codex-chatgpt-work-8-million-users-gpt-5-6-sol-july-2026,"issue reporter on OpenAI's official openai/codex repository (opened 2026-07-15) | Max Woolf (minimaxir) | codex-resets.com tracker, transcribing the 8M-milestone announcement | explainx.ai (pub. 2026-07-15, upd. 2026-07-23) — low-quality SEO blog, corroborating only",2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z, |  |  | ,claude-code-agent,,"Confidence downgraded confirmed -> probable by adversarial verification. Seeded in Phase 1 by agent research; NOT yet reviewed by the operator. Verifier: Could not refute. All four URLs load, all four quotes are present verbatim, and the event is a discretionary ad-hoc milestone reset by OpenAI (not a scheduled rollover). Three independent sources name 2026-07-14 explicitly, so the date and day-precision hold. TWO CORRECTIONS, neither fatal: (1) CONFIDENCE DOWNGRADED confirmed -> probable. No cited source is a vendor_post, status_page or telemetry…",sealed,
cx-2026-07-15-01,codex,global_reset,2026-07-15T00:00:00Z,day,2026-07-25T18:45:00Z,weekly,paid tiers — Codex + ChatGPT Work users; Pro confirmed by a first-hand report,false,"Weekly-quota refill tied to the 9M active-users milestone, one day after the 8M reset. Tracker text: the announcement said they had ""Actually hit 9M active users way earlier today, but then got distracted by the approximately millions of things the team is doing to keep the systems up."" BANKED-vs-IMMEDIATE IS GENUINELY CONTESTED for this one: community thread 1387097 says ""the reset was supposed to be banked for later use"", while thread 1386897 is titled ""The 'Free' Non-Banked Codex Reset..."" and minimaxir classes 07-15 as a DIRECT reset (reserving ""banked"" for 07-12 and 07-13). A moderator in 1387097 relays OpenAI staff distinguishing two products: global/hard resets (not shown as credits)…",milestone,probable,4,user_report | user_report | user_report | user_report,https://community.openai.com/t/missing-banked-reset-after-codex-usage-limit-reset-announcement/1387097 | https://community.openai.com/t/the-free-non-banked-codex-reset-may-have-reduced-my-total-usage/1386897 | https://minimaxir.com/2026/07/agent-quota-reset/ | https://codex-resets.com/,"William_Lynn, OpenAI Developer Community (posted 2026-07-16 04:14) | Dragonrin, OpenAI Developer Community — first-hand Pro account, reset observed 2026-07-15 | Max Woolf (minimaxir) | codex-resets.com tracker, transcribing the 9M-milestone announcement",2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z, |  |  | ,claude-code-agent,,"Confidence downgraded confirmed -> probable by adversarial verification. Seeded in Phase 1 by agent research; NOT yet reviewed by the operator. Verifier: Could not refute. All four URLs load; both distinctive quotes ('According to Tibo's announcement on July 15...' and 'Actually hit 9M active users way earlier today') are present character-for-character. Two independent threads on OpenAI's own developer forum plus minimaxir independently pin 2026-07-15; the side effect (next rollover 07-19 -> 07-21, Pro account) is verified first-hand. Discretiona…",sealed,
cx-2026-07-16-01,codex,global_reset,2026-07-16T00:00:00Z,day,2026-07-25T18:45:00Z,weekly,,false,"scope_windows=[""weekly""] is sourced, not guessed — three independent attestations: codexreset.org (""weekly usage should return to 100% within minutes""); minimaxir (""OpenAI has directly reset the Codex weekly quota six times"", list includes the post ID that decodes to this event); and an OpenAI-forum user (""my next weekly reset was also pushed back to July 21""). NOT the 5-hour window: the 5-hour cap removal on Plus/Business/Pro was a SEPARATE, earlier event at the 6M milestone per BigGo — do not merge them. scope_plans left EMPTY deliberately. The reset is described by product (""Codex and ChatGPT Work users""), not by plan tier. BigGo's ""Plus, Business, and Pro"" enumeration belongs to the 6M…",milestone,reported,4,press | press | user_report | press,https://finance.biggo.com/news/0b22f4f6-b980-4f9b-a9aa-382019fc2ba8 | https://minimaxir.com/2026/07/agent-quota-reset/ | https://community.openai.com/t/the-free-non-banked-codex-reset-may-have-reduced-my-total-usage/1386897 | https://codexreset.org/,"BigGo Finance | Max Woolf (minimaxir), independent technical blog | OpenAI Developer Community forum user | Codex Reset Monitor (third-party X-API reset tracker)",2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z | 2026-07-25T18:45:00Z, |  |  | ,claude-code-agent,,"Part of OpenAI's publicly stated commitment, made at the 3M-user milestone, to reset Codex usage limits at every additional million weekly active users up to 10M. ⚠️ One evidence url (codexreset.org) is a third-party X-scraping tracker, retained because it is the source of the corroborated UTC timestamp. Spec §2 forbids third-party X mirrors as a SIGNAL; flagged for an operator ruling. It is not the only source. Seeded in Phase 1; NOT yet reviewed by the operator. Verifier: SURVIVES on substance; the QUOTE is refuted and confidence is downgraded. Attacked on all axes: (1) QUOTE — REFUTED AS A QUOTE. BigGo's actual sentence is ""According to OpenAI product lead Tibo Sottiaux, who disclosed on social platform X, active users of Codex and ChatGPT Work have recently surpassed 9 million, accompanied by a simultaneous credit reset."" The claim's version is a re-ordered paraphrase, not verbatim. Note a trap: a targeted re-fetch asking ""does this exact sentence appear"" answered ""Yes"" — a false positive from a leading question, contradicted by two other retrievals of the s…",sealed,
